id,country,birthDate,deathDate,nameFirst,nameLast,weight,height,bats,throws
094e75a3c505,USA,1859-07-04,1941-07-30,Mickey,Welch,160,68,R,R
0958b4ab026f,USA,1961-11-15,2002-08-04,Mike,Payne,165,71,R,R
096cf56b3ced,Taiwan,1993-11-04,,Chih-Wei,Hu,230,73,R,R
09713ba2526c,USA,1897-03-30,1978-08-30,Ed,Sicking,165,69,R,R
0974e184c16e,Venezuela,1980-06-27,,Luis,Rodriguez,190,69,B,R
0974f1d4d76f,USA,1866-07-14,1957-12-05,Alex,Ferson,165,69,R,R
0975e1003d6d,D.R.,1968-11-29,,Pedro,Martinez,155,74,L,L
09790ecc282a,USA,1953-02-04,2018-01-03,Rob,Picciolo,185,74,R,R
097d23cee708,D.R.,1993-02-21,,Jesus,Reyes,180,74,R,R
097f6cd9e3e3,USA,1990-09-28,,Slade,Heathcott,205,73,L,L
0980c420d61d,USA,1891-10-07,1972-08-04,George,Batten,165,71,R,R
0986d2d1ebfd,D.R.,1987-08-02,,Juan,Jaime,250,74,R,R
0989734a8eb3,D.R.,1953-04-26,,Arturo,DeFreites,195,74,R,R
098b03a3cde1,USA,1975-02-18,,Chad,Moeller,207,75,R,R
098dfe341b24,USA,1985-02-01,,Colin,Curtis,200,73,L,L
098e81a429e1,USA,1971-06-28,,Ron,Mahay,200,74,L,L
0997d9c9cdea,USA,1950-02-15,,Rick,Auerbach,165,72,R,R
099a26e80273,USA,1940-07-13,,Jack,Aker,190,74,R,R
099b10e61c9e,USA,1967-10-17,,Mark,Johnson,230,76,L,L
099cacfb4179,Mexico,1957-01-23,,Alfonso,Pulido,170,71,L,L
09a03e862fd5,D.R.,1992-09-06,,Marco,Hernandez,200,72,L,R
09a43009e86a,USA,1983-01-20,,Matt,Albers,225,73,L,R
09a487e133d7,USA,1932-08-24,2009-06-14,Hal,Woodeshick,200,75,R,L
09a79a1634cb,USA,1983-12-21,,Taylor,Teagarden,210,72,R,R
09aa1cff47d6,USA,1979-04-23,,Rich,Thompson,190,74,L,R
09abea33f417,USA,1885-02-13,1943-10-10,Harry,Vahrenhorst,175,73,R,R
09ae9d74cde5,USA,1988-08-03,,Pat,McCoy,225,76,L,L
09b14eccc29d,D.R.,1976-03-16,,Abraham,Nunez,200,71,B,R
09b478c8b723,USA,1952-12-11,,Rob,Andrews,185,72,R,R
09b8dc9867f4,USA,1916-07-19,2010-12-18,Phil,Cavarretta,175,71,L,L
09bb5a3f3a83,USA,1875-12-19,1933-05-30,Burley,Bayer,175,,,
09bde77be30d,USA,1917-03-04,1982-09-18,Clyde,McCullough,180,71,R,R
09c21dc8d8e1,D.R.,1972-11-28,,Geraldo,Guzman,180,74,R,R
09c96abbd88a,D.R.,1969-04-18,,Angelo,Encarnacion,180,68,R,R
09ca2b72508b,USA,1917-03-01,2005-02-11,Rankin,Johnson,177,75,R,R
09cff1eab72c,USA,1923-01-16,2005-07-17,Dick,Sipek,170,69,L,R
09d4fa24c3c3,USA,1925-08-05,1980-12-21,Tony,Jacobs,150,69,B,R
09ddf7e51158,USA,1888-11-17,1930-06-19,Lew,McCarty,192,71,R,R
09e52caf9d40,P.R.,1965-09-02,,Jose,Melendez,175,74,R,R
09e607d0cfb5,USA,1948-08-16,,Mike,Jorgensen,195,72,L,L
09f3577812ab,USA,1983-03-08,,Mark,Worrell,215,73,R,R
09f3eae62ace,USA,1863-07-28,1921-10-02,Ed,Carfrey,158,68,,
09f7270d837f,USA,,1930-03-11,Bob,Barr,192,73,R,R
09fe8e8a09ac,USA,1970-11-24,,Jason,Jacome,155,73,L,L
0a01d29d5078,USA,1952-03-21,,Fernando,Arroyo,180,74,R,R
0a0361be6135,USA,1922-06-12,1969-03-17,Jim,Mains,190,74,R,R
0a08d1fa7a67,USA,1985-12-24,,Andrew,Romine,200,73,B,R
0a0b3c6a3d26,USA,1902-05-09,1972-05-20,Wally,Dashiell,170,69,R,R
0a0c2cfb4d02,USA,1976-01-21,,Ron,Wright,230,73,R,R
0a10cc79db89,USA,1984-12-14,,Chris,Heisey,220,73,R,R
0a136e51cba3,CAN,1983-09-10,,Joey,Votto,220,74,L,R
0a155e89cbc6,USA,,1941-02-02,Ambrose,McGann,170,67,,
0a1729921c82,USA,1854-01-28,1922-06-28,Dick,Lowe,,,,
0a19305c0929,USA,1984-12-26,,Darin,Downs,200,75,R,L
0a25dc95fd66,USA,1906-12-19,1944-08-16,Tom,Sullivan,190,72,R,R
0a2cf1959615,D.R.,1963-07-22,,Denny,Gonzalez,165,71,R,R
0a32b7fcdd8a,USA,1886-09-08,1966-08-25,Ray,Rolling,160,70,R,R
0a36bde1e33a,USA,1963-07-06,,Lance,Johnson,160,70,L,L
0a3767c10184,USA,1900-02-25,1986-01-07,Joe,Burns,175,72,R,R
0a38ef905788,USA,1886-05-02,1969-01-06,Larry,Cheney,185,73,R,R
0a38ffff6aec,P.R.,1969-10-31,,Oreste,Marrero,195,72,L,L
0a393a07d629,USA,1935-07-15,,Bob,Miller,185,73,R,L
0a3a24d988e1,USA,1909-05-27,1969-03-21,Pinky,Higgins,185,73,R,R
0a4a1e935d2c,USA,1966-07-02,,Tim,Spehr,205,74,R,R
0a4b1dd75436,USA,1970-06-30,,Mark,Grudzielanek,185,73,R,R
0a4d8d16c768,USA,1861-09-20,1943-07-14,George,Pechiney,184,69,R,R
0a5137ddd4db,USA,1963-01-22,,Jeff,Treadway,170,70,L,R
0a5336119331,USA,1902-06-11,1976-05-03,Ernie,Nevers,205,72,R,R
0a55e02d499e,USA,1967-01-12,,Mike,Simms,185,76,R,R
0a56a3a4962d,USA,,1904-06-19,Marshall,Quinton,190,71,,
0a615c198d77,USA,1940-05-06,2017-03-09,Bill,Hands,185,74,R,R
0a61985c4a28,USA,1950-04-20,,Willie,Prall,200,75,L,L
0a6abe47ffba,USA,1984-02-13,,Brett,Hayes,210,73,R,R
0a744d23022f,USA,1902-12-18,1975-05-06,Les,Burke,168,69,L,R
0a78482e00b5,USA,1968-07-29,,Mike,Williams,190,74,R,R
0a7ae5cbc149,USA,1960-04-16,,Curt,Young,175,73,R,L
0a7dfc8d273d,USA,1864-05-13,1930-04-05,Jack,McGeachey,165,68,R,R
0a80f4b8c63c,USA,1909-03-08,1966-07-05,Pete,Fox,165,71,R,R
0a871b50df9e,USA,1919-01-31,1972-10-24,Jackie,Robinson,195,71,R,R
0a87ea051485,USA,1990-05-30,,Zach,Wheeler,195,76,L,R
0a8b38508abb,USA,1892-03-22,1953-07-11,Lew,Wendell,178,71,R,R
0a8dfd478d30,USA,1897-05-03,1975-11-08,Ray,Shepardson,170,71,R,R
0a9955d21a34,USA,1923-08-21,2003-04-02,Hilly,Flitcraft,180,74,L,L
0a9a33d122fa,USA,1989-12-22,,Noe,Ramirez,195,75,R,R
0a9c247a48de,USA,1994-09-29,,Tyler,Mahle,210,75,R,R
0aa030c372e3,USA,1963-02-14,2008-04-19,John,Marzano,185,71,R,R
0aa10ae60ce2,Japan,1974-06-12,,Hideki,Matsui,210,74,L,R
0aa344cec130,USA,1892-07-03,1963-02-11,Bunny,Brief,185,72,R,R
0aa5d4449c71,D.R.,1956-05-06,,Alberto,Lois,175,69,R,R
0aab7361400b,USA,1954-08-08,,Mark,Ross,195,72,R,R
0aac4010ad8a,Taiwan,1977-10-28,,Chin-Feng,Chen,189,73,R,R
0aad89d21e8c,USA,1970-04-18,,Steve,Dunn,225,76,L,L
0aaef6284934,USA,1944-04-16,,Bob,Montgomery,195,73,R,R
0aafb2f076f5,USA,1933-08-13,2018-12-09,Bob,Giggie,200,73,R,R
0ab23d6d6c18,USA,,1893-12-07,Johnny,Lavin,175,71,,
0ab6211a272f,USA,1972-01-21,,Alan,Benes,215,77,R,R
0ab7aea65808,USA,1903-10-07,1966-06-14,Bill,Walker,175,72,R,L
0abd390afa68,CAN,1970-04-10,,Rob,Butler,185,71,L,L
0abd9e79426c,USA,1951-08-11,,Jim,Hughes,190,75,R,R
0ac3fb0f804a,USA,,,Bill,Kelly,150,67,,
0ac574d42701,USA,1906-03-22,1991-06-22,Marv,Owen,175,73,R,R
0ac92e9e14df,USA,1989-07-19,,Patrick,Corbin,210,75,L,L
0acd6d66afdf,USA,1898-11-30,1979-02-04,Lou,Bauer,175,72,R,R
0ad0c72c8da0,USA,1955-01-01,,Bob,Owchinko,190,74,L,L
0ada45281891,USA,1968-02-01,,Kent,Mercker,175,73,L,L
0adc9079d260,USA,1977-04-06,,Barry,Wesson,210,74,R,R
0ae5d01bbebe,USA,1893-03-12,1969-06-12,Joe,Engel,183,73,R,L
0ae76dc38014,USA,1917-09-24,1994-10-11,Charlie,Cuellar,183,71,R,R
0ae82bc653c6,Venezuela,1969-06-04,,Robert,Perez,205,75,R,R
0aec0be570ad,USA,1919-02-01,1995-05-31,Norm,Brown,180,75,B,R
0aecc2ee734f,USA,1861-08-15,1946-07-22,Elmer,Foster,178,70,R,L
0afa1ddd3750,D.R.,1978-05-21,,Ricardo,Rodriguez,195,75,L,R
0b00aae424cf,USA,1897-08-16,1938-03-20,Bob,Fothergill,230,70,R,R
0b00ede0d80f,USA,1893-03-18,1969-02-25,Russ,Wrightstone,176,70,L,R
0b031b012763,USA,1903-08-06,1983-11-02,Hal,Wiltse,168,69,L,L
0b078c85936c,P.R.,1976-08-12,,Ismael,Villegas,188,73,R,R
0b08db67b3c0,USA,1974-12-29,,Emil,Brown,195,74,R,R
0b0d8d6888c3,USA,,1930-11-07,Warren,Fitzgerald,162,69,,L
0b1210dd86d5,USA,1963-11-03,,Mike,Christopher,205,77,R,R
0b129bab4bcc,Mexico,1982-08-16,,Freddy,Sandoval,205,73,B,R
0b1abc1eb35a,USA,1880-03-10,1971-05-26,Judge,Nagle,176,72,R,R
0b24a3340a83,USA,1963-08-13,,Jeff,Ballard,195,75,L,L
0b35e10d892f,P.R.,1927-02-18,2016-01-13,Luis,Arroyo,178,68,L,L
0b372f9e36ce,USA,1952-11-13,,John,Sutton,185,71,R,R
0b41251506e3,USA,1959-07-30,,Mike,Jones,215,78,L,L
0b43dcdbc081,USA,1863-08-30,1942-04-03,John,Rudderham,170,68,R,R
0b4472a42230,USA,1895-05-04,1957-03-22,Charlie,Babington,170,72,R,R
0b4682b657ec,USA,1991-08-15,,Jon,Moscot,210,76,R,R
0b491a95b3e0,USA,1953-11-14,,Kim,Andrew,160,70,R,R
0b49c9bb3401,USA,1983-11-14,,Clete,Thomas,200,71,L,R
0b50519af358,USA,1927-02-18,1973-05-21,Herm,Wehmeier,185,74,R,R
0b5a001a4a00,USA,1938-03-25,2015-05-22,Alan,Koch,195,76,R,R
0b5ce8a96ebb,USA,1870-04-16,1934-11-22,Pop,Swett,175,72,,
0b616de60a6b,USA,1888-06-22,1965-01-21,Bert,Whaling,185,72,R,R
0b641d5c319c,USA,1896-01-17,1966-10-05,Harry,Hanson,,71,R,R
0b6618faf92e,USA,1935-06-19,1983-11-28,Chet,Boak,180,72,R,R
0b6cb4fac36e,USA,1972-11-06,,Matt,Skrmetta,220,75,B,R
0b734868541b,Nicaragua,1954-05-06,,Albert,Williams,190,76,R,R
0b7460ef1f0f,USA,1968-08-24,,Tim,Salmon,200,75,R,R
0b7515476f69,USA,1960-08-20,,Mark,Langston,177,74,R,L
0b774789c9f0,USA,1884-10-26,1951-01-06,Harry,Camnitz,168,73,R,R
0b77cbc48cc5,USA,1883-11-30,1952-01-15,Ben,Houser,185,73,L,L
0b79eba45322,USA,1987-12-22,,Chad,Jenkins,230,76,R,R
0b79ed550be1,USA,1877-02-13,1933-12-17,Charlie,DeArmond,165,70,R,R
0b7f8bfc4049,USA,1928-09-12,2015-06-19,Len,Matarazzo,195,76,R,R
0b800f85e246,USA,1928-01-05,,Bob,Oldis,185,73,R,R
0b816b4b3ac1,Cuba,1992-02-29,,Gerardo,Concepcion,200,74,L,L
0b83d6f66f29,USA,1918-07-23,1998-04-18,Walter,Sessi,225,75,L,L
0b857af4ae4d,USA,1974-04-06,2012-02-07,Danny,Clyburn,220,75,R,R
0b8afc0a6d8b,Venezuela,1991-08-06,,Wilmer,Flores,205,75,R,R
0b8cbfb48d1a,USA,1870-12-01,1949-02-15,Tommy,Raub,155,70,R,R
0b8e9c841ac8,USA,1987-03-24,,Josh,Zeid,220,76,R,R
0b8f0f4f4de9,USA,1901-11-15,1991-07-31,John,Dobb,180,74,R,L
0b9057e98cce,USA,1875-01-07,1947-05-01,Kitty,Bransfield,207,71,R,R
0b94c86e3055,USA,1865-03-20,1908-04-10,Mike,Griffin,160,67,L,R
0b966897817c,USA,1978-01-20,,John,Rodriguez,225,72,L,L
0b9bd5180f87,Venezuela,1985-10-17,,Carlos,Gonzalez,220,73,L,L
0b9fa42cfa6d,USA,1902-01-14,1991-11-17,Smead,Jolley,210,75,L,R
0ba06287a45b,USA,1918-09-01,2001-08-06,Jim,Mallory,170,73,R,R
0ba0dfb16d93,USA,1954-03-16,,Dan,Duran,190,71,L,L
0ba47a5e6c98,USA,1862-09-22,1922-01-19,Bob,Keating,190,76,L,L
0ba90ad3c3c9,USA,1966-12-19,,Joe,Slusarski,195,76,R,R
0bab522efadf,USA,1932-05-05,2015-01-09,Chuck,Locke,185,71,R,R
0bad8736c33b,USA,1970-11-11,,Jeff,Ware,190,75,R,R
0bad93cb668a,USA,1932-07-26,,Dick,Brodowski,182,73,R,R
0bae5bfa8787,USA,1949-05-04,,Pat,Osburn,195,76,L,L
0bba63230b53,USA,1929-07-04,1998-07-27,Bill,Tuttle,190,72,R,R
0bca81236d3c,USA,1959-07-31,,Mike,Bielecki,195,75,R,R
0bcd137edb7c,USA,1988-10-20,,Gus,Schlosser,225,76,R,R
0bcea9630afe,P.R.,1956-12-07,,Ozzie,Virgil,180,73,R,R
0bceccfcf05a,USA,1973-11-27,,Jason,Beverlin,220,77,L,R
0bd27f291f2e,USA,,1905-11-14,John,Connor,,72,,
0bd67a54ff03,USA,1864-04-18,1938-10-04,Fred,Doe,165,70,R,R
0bd73c2f999d,USA,1936-04-01,1993-07-18,Ted,Sadowski,190,73,R,R
0bdd5e458403,USA,1889-11-04,1968-01-13,Art,Schwind,150,68,B,R
0bddba702fd2,USA,1903-02-12,1979-01-29,Andy,Harrington,170,71,R,R
0be0b3e65c3f,USA,1974-12-26,,Brian,Fitzgerald,175,71,L,L
0be0e194efa8,USA,1904-11-16,1981-05-31,Mike,Smith,170,71,L,R
0be19ca80fb0,USA,1983-06-17,,David,Pauley,215,74,R,R
0be89ad586b7,USA,1987-08-11,,Drew,Storen,195,73,B,R
0beb92705d7f,USA,1915-03-07,1993-08-23,Jim,Reninger,210,75,R,R
0bec20169a0b,USA,1929-01-13,,Moe,Savransky,175,71,L,L
0beedb99a642,USA,1980-04-25,,Mike,Rouse,200,71,L,R
0bf0bed54b0a,USA,1959-11-17,,Brian,Milner,200,74,R,R
0bf1c84c06f4,USA,1876-08-07,1945-09-27,Lou,Nordyke,185,72,R,R
0bf2738da2b7,USA,1972-05-03,,Darren,Dreifort,205,74,R,R
0bf5610b810a,Venezuela,1983-02-04,,William,Bergolla,195,70,R,R
0c0db164daf6,USA,1991-10-26,,Dominic,Leone,210,71,R,R
0c0f59613e63,D.R.,1977-10-24,,Rafael,Furcal,195,68,B,R
0c142082df50,USA,1878-06-10,1951-12-27,Ernie,Lindemann,182,70,R,R
0c143e837108,USA,1965-11-24,,Jeff,Plympton,205,74,R,R
0c1473804d53,USA,1992-12-19,,Austen,Williams,220,75,R,R
0c14c4d01c2e,USA,1969-04-26,,Ricky,Trlicek,200,75,R,R
0c14ed5fcf9c,USA,1913-09-19,1990-10-18,Nick,Etten,198,74,L,L
0c1800fbb886,,,,Pete,Donnelly,,,,
0c1942836806,USA,1900-05-21,1993-07-31,Sam,Langford,180,72,L,R
0c1da961ec4f,D.R.,1989-02-11,,Cesar,Cabral,250,75,L,L
0c1e4d29dfc5,USA,1884-05-25,1919-10-30,Bill,Lattimore,165,69,L,L
0c1fa49df187,USA,1982-10-30,,Manny,Parra,215,75,L,L
0c20d541d8a5,USA,1985-07-01,,Chris,Perez,225,76,R,R
0c2635cc2b80,USA,1951-08-07,,Jim,Sadowski,195,75,R,R
0c27abda3a53,Venezuela,1988-05-28,,Lester,Oliveros,235,72,R,R
0c2d7881a676,CAN,1975-10-03,,Mike,Johnson,175,74,L,R
0c30180ed729,USA,1965-08-04,,Matt,Merullo,200,74,L,R
0c34b9d4373e,USA,1889-09-22,1963-07-27,Hooks,Dauss,168,70,R,R
0c371893f0ab,USA,1941-12-29,,Bruce,Brubaker,198,73,R,R
0c3a72339a3d,USA,1950-11-12,,Bruce,Bochte,195,75,L,L
0c3a8d3f201a,USA,1950-05-25,,John,Montefusco,180,73,R,R
0c3c38e024b7,USA,1924-08-23,1977-09-24,Sherm,Lollar,185,73,R,R
0c40e3702743,USA,1989-01-11,,Rico,Noel,170,68,R,R
0c4829fb7cbd,USA,1973-03-08,,Justin,Thompson,215,76,L,L
0c4b0338398c,USA,1868-11-05,1947-11-23,Charlie,Newman,160,71,R,R
0c4e161b4124,USA,1960-10-27,,Tom,Nieto,193,73,R,R
0c5630a79b92,USA,1924-06-19,1969-10-26,Jim,Blackburn,175,76,R,R
0c585d15caf9,USA,1924-02-08,2002-05-17,Joe,Black,220,74,R,R
0c5a2d1cf230,USA,1938-09-27,,Alex,George,170,71,L,R
0c5ad1268444,USA,1994-12-14,,Ryan,McMahon,185,74,L,R
0c60977c1cd9,USA,1905-11-04,1962-05-10,Lefty,Willis,175,73,L,L
0c65771c81b5,USA,1888-03-01,1964-01-16,Howard,Baker,175,71,R,R
0c65849f9fe0,CAN,1967-03-09,,Vince,Horsman,175,74,R,L
0c6764f74ef8,USA,1963-03-01,,Rich,Rodriguez,185,70,L,L
0c691ace6031,USA,1942-09-09,,Ron,Stone,185,74,L,L
0c6a1f4f36fe,USA,1929-02-11,2003-02-10,Ralph,Beard,200,77,R,R
0c705ed3e93a,USA,1873-01-17,1951-03-28,Kohly,Miller,145,69,,
0c7151280659,USA,1903-04-25,1980-08-27,John,Wilson,164,74,R,R
0c7626966c9e,,,,John,Maloney,,,,
0c7b0193a32e,USA,1943-10-31,,Fred,Klages,185,74,R,R
0c7d9fabd068,USA,1948-05-26,,Bob,Hansen,195,72,L,L
0c7edb6f5945,USA,1947-01-15,,Gerry,Schoen,215,75,R,R
0c7fb25a405b,USA,1919-04-21,1997-07-09,Stan,Rojek,170,70,R,R
0c819d1e5cef,USA,1956-08-02,,Derek,Botelho,180,74,R,R
0c82a96141ca,USA,1983-02-25,,Jay,Marshall,205,77,L,L
0c865c693845,P.R.,1954-02-02,,Puchy,Delgado,170,71,B,L
0c97df6a072b,Ireland,,1887-06-17,Hugh,Gilgan,,,,
0c99710f8548,Ireland,1872-03-15,1941-06-16,Mike,Flynn,,,,
0c9a9a641648,Panama,1965-10-07,,Enrique,Burgos,195,76,L,L
0c9ce9bac0a1,USA,1955-11-11,,John,Hobbs,190,75,R,L
0c9e101f389c,USA,1910-06-10,1958-08-30,Frank,Demaree,185,71,R,R
0c9eb1ccf945,P.R.,1959-02-07,,Carlos,Ponce,170,70,R,R
0ca12985aa64,USA,1957-10-22,,Jeff,Jones,200,74,R,R
0ca39716ebeb,USA,1993-04-16,,Keone,Kela,210,73,R,R
0ca83dd4be7a,USA,1869-10-20,1926-12-26,William,Stecher,,,,R
0cac37ef75e8,USA,1956-12-22,,Dave,Schmidt,190,73,R,R
0cad0ef91a87,P.R.,1957-12-09,,Ed,Romero,160,71,R,R
0cb389a0a090,USA,1902-10-09,1980-01-02,Kenny,Hogan,145,69,L,R
0cb4beb1f2c5,USA,1900-12-23,1972-10-11,Danny,Taylor,190,70,R,R
0cc4212fe2b1,USA,1915-10-17,2016-04-04,Mike,Sandlock,180,73,B,R
0cc5e01a7be6,USA,1966-06-07,,Heathcliff,Slocumb,180,75,R,R
0cc865f0da52,USA,1985-04-29,,Austin,Bibens-Dirkx,210,73,R,R
0ccc4fdc6c35,USA,1878-12-03,1918-12-09,Walt,Dickson,175,71,R,R
0ccd50554175,USA,1873-03-10,1935-02-18,Gene,DeMontreville,165,68,R,R
0ccd7518e903,USA,1991-11-12,,Matt,Strahm,185,75,R,L
0cd0d53f7a7e,USA,1945-09-16,,Ed,Sprague,195,76,R,R
0cd6e3213d3d,D.R.,1965-12-31,,Sil,Campusano,160,72,R,R
0cda12b333db,USA,1944-02-09,,Randy,Schwartz,230,75,L,L
0ce3ca470c67,USA,1921-07-24,,Clint,Conatser,182,71,R,R
0ce6b66ec51b,USA,1854-05-22,1912-12-12,Jim,Green,,,,
0cea0c9aacf2,D.R.,1975-11-18,,David,Ortiz,230,75,L,L
0cf17e465eb6,Mexico,1957-08-26,,Alex,Trevino,165,70,R,R
0cf305d73993,USA,1897-01-05,1970-05-02,Art,Delaney,178,70,R,R
0cf5603b2d57,USA,1900-07-23,1947-05-31,Jimmie,Wilson,200,73,R,R
0cfe86edefc8,USA,1909-08-26,1978-03-12,Gene,Moore,175,71,L,L
0d03f3a55455,D.R.,1986-11-01,,Rhiner,Cruz,210,74,R,R
0d052fb50b3d,USA,1964-12-02,,Chip,Hale,190,71,L,R
0d05dcd03e5d,USA,1990-02-10,,Allen,Webster,190,74,R,R
0d069a099212,USA,1990-08-25,,Max,Muncy,210,72,L,R
0d07e775f4c6,USA,,1921-04-09,Kid,Butler,140,66,,
0d09630fe88f,USA,1902-09-07,1967-11-12,Cleo,Carlyle,170,72,L,R
0d1012f3bf00,Cuba,1987-07-09,,Rusney,Castillo,195,69,R,R
0d10d0875b37,USA,,1891-07-03,John,Cassidy,168,68,R,L
0d12f1e6588f,D.R.,1968-11-04,,Domingo,Cedeno,170,73,B,R
0d180fa04dda,USA,1980-06-18,,Tommy,Watkins,200,70,R,R
0d233f8d5211,USA,1888-04-09,1963-05-30,Joe,McDonald,175,71,R,R
0d2423dd1eb1,USA,1966-05-28,,Mike,Maksudian,220,71,L,R
0d2e2a95c1de,USA,1941-01-22,,Dave,Leonhard,165,71,R,R
0d36b713756a,USA,1928-12-09,2006-12-03,Billy,Klaus,160,69,L,R
0d3f05ca4cce,USA,1849-12-07,1872-03-17,Elmer,White,,,,
0d3fb9bdfe97,USA,1981-06-16,,Joe,Saunders,215,75,L,L
0d422ad017d5,USA,1980-01-03,,Brad,Salmon,230,75,L,R
0d4501cbc07b,USA,1867-10-11,1941-10-24,Emmett,Rogers,165,70,B,
0d4c142c4dc5,USA,1903-09-07,1981-02-02,Al,Van Camp,175,71,R,R
0d556e1a5256,USA,1881-05-23,1970-03-18,Frosty,Thomas,185,72,R,R
0d5b9753757a,USA,1872-09-03,1911-03-10,Guy,McFadden,,,,
0d5c75fe8988,USA,1921-12-28,2001-04-12,Nelson,Burbrink,195,70,R,R
0d6921a201cf,USA,1909-07-20,1977-06-28,Otto,Bluege,154,70,R,R
0d6a7a835859,USA,1980-02-20,,Ryan,Langerhans,220,75,L,L
0d7158e0c433,USA,1870-08-16,1932-11-13,Willie,Clark,195,72,L,L
0d783c9de58b,USA,1981-11-07,,Dave,Krynzel,180,73,L,L
0d82f4173117,USA,1893-11-29,1959-05-21,Carter,Elliott,165,71,L,R
0d88181fb7e6,USA,1918-12-19,1979-07-26,Bill,DeKoning,185,71,R,R
0d88868dcb9c,USA,1948-06-05,,Mark,Schaeffer,215,77,L,L
0d88ef400d05,USA,1987-09-01,,Sean,O'Sullivan,245,73,R,R
0d893f1fd0d7,USA,1993-11-30,,DJ,Stewart,230,72,L,R
0d92649aef06,USA,1865-03-14,1934-02-08,Tom,Sexton,,,L,
0d9701fdec89,USA,1897-02-11,1955-07-20,Joe,Shannon,170,71,R,R
0d9ddaba4537,USA,1918-06-17,1993-09-17,Pete,Elko,185,71,R,R
0d9fdda62e34,USA,1925-04-23,2006-09-19,Buddy,Peterson,170,69,R,R
0da349a2fb1a,USA,1956-06-09,,John,Fulgham,205,74,R,R
0da3f5f01bb6,USA,1964-11-17,,Mitch,Williams,180,75,L,L
0da5e74e13c6,USA,1916-11-15,2003-01-03,Joe,Ostrowski,180,72,L,L
0da6883879e6,USA,1953-04-21,,Joe,Keener,200,76,R,R
0da752009a52,USA,1907-09-27,1999-07-16,Whit,Wyatt,185,73,R,R
0da7d9d1cdd9,USA,1988-08-27,,Mike,Olt,210,74,R,R
0da9e71dabab,USA,1937-10-23,,Cecil,Butler,195,76,R,R
0dade028bfad,USA,1935-07-15,2005-09-17,Donn,Clendenon,209,76,R,R
0db538bdc2ee,USA,1905-08-17,1980-03-01,Johnny,Watwood,186,73,L,L
0dbcb0775b9f,USA,1900-01-16,1969-12-05,Joe,Rabbitt,165,70,L,R
0dbded0c7e04,USA,1970-06-25,,Aaron,Sele,205,77,R,R
0dc6ce28c559,USA,1987-12-09,,Adam,Wilk,180,74,L,L
0dcfa8c6cb06,USA,1982-07-12,,Tom,Gorzelanny,218,75,R,L
0dd08ed43654,USA,1983-08-24,,Brett,Gardner,195,71,L,L
0dd14d0a180a,USA,1980-11-18,,C. J.,Wilson,210,73,L,L
0dd804a2f5a5,USA,1845-01-20,1908-06-22,Everett,Mills,174,73,,
0de359819e8d,USA,1907-04-22,1967-11-04,Tom,Lanning,165,73,L,L
0de8c9b2c303,USA,1894-04-15,1954-04-19,Red,Gunkel,158,68,B,R
0dee0d45b278,USA,1873-02-20,1954-03-19,Charlie,Babb,165,70,B,R
0df6e21b6af5,USA,1913-09-23,2003-06-01,Pete,Sivess,195,75,R,R
0dfa3effbe30,USA,1970-11-05,,Glenn,Dishman,195,73,R,L
0e0499074dc1,USA,1901-05-18,1988-12-29,John,Happenny,165,71,R,R
0e04c6ad7db0,USA,1964-08-23,,Jeff,Manto,210,75,R,R
0e051db2b268,USA,1922-03-08,2003-03-14,Al,Gionfriddo,165,66,L,L
0e062f8db0f1,D.R.,1952-12-28,2013-06-08,Jose,Sosa,158,71,R,R
0e0db2f5f456,USA,1991-06-20,,Jaime,Schultz,200,70,R,R
0e0dc7ab0bbf,USA,,,John,Dillon,,,,
0e1342fd5b20,USA,1936-02-27,,Evans,Killeen,190,72,R,R
0e136a84bd99,USA,1893-10-31,1962-09-10,Bill,Herring,185,75,R,R
0e1444baee19,USA,1881-05-10,1908-03-27,Forrest,Crawford,,,L,R
0e186f75b1e9,USA,1976-05-19,,Chris,Fussell,185,74,R,R
0e1b05568e84,USA,1928-11-06,,Bill,Wilson,200,74,R,R
0e1cf903cf82,USA,1953-04-16,,Bruce,Taylor,178,72,R,R
0e1fa4e230cc,USA,1962-01-07,,Jeff,Montgomery,170,71,R,R
0e252624e2f1,USA,1970-11-13,,Vic,Darensbourg,165,70,L,L
0e25fe67fd39,USA,1906-08-06,1942-12-03,Chad,Kimsey,200,74,L,R
0e2a950b0184,USA,1904-10-28,1990-06-27,Joe,O'Rourke,145,67,L,R
0e2ccd220030,USA,1879-03-25,1947-04-25,John,Walsh,162,68,R,R
0e2f78260d7a,USA,1903-09-07,1965-10-12,Curt,Davis,185,74,R,R
0e31be78f238,USA,1958-05-29,,Mike,Stenhouse,195,73,L,R
0e323b3002aa,USA,1983-03-07,,Drew,Macias,175,75,L,L
0e331ffedd9e,USA,1996-07-02,,Caleb,Ferguson,215,75,R,L
0e33717091db,USA,1986-12-16,,Bryan,Anderson,200,73,L,R
0e3630060f26,USA,1972-03-26,,Jason,Maxwell,185,72,R,R
0e367ea5dfb3,USA,1954-03-13,,Terry,Leach,215,72,R,R
0e39e512d29d,USA,1962-11-16,,Mike,Raczka,180,74,L,L
0e3bb6f6f6fa,D.R.,1992-04-17,,Ronny,Rodriguez,170,72,R,R
0e3c14080a82,USA,1906-03-16,1982-07-22,Lloyd,Waner,150,69,L,R
0e3c969d1e40,USA,1893-10-05,1962-02-22,Paul,Speraw,145,68,R,R
